Billing Date,Brand,Article,Site,Site Area,MRP,Promotion Name,Region,POS Billing Quantity,POS Cost,POS Gross Sales,POS Total Discount,POS Tax Amount,POS Net Sales WOT,POS RGM,Vendor,Fiber,Fabric,Brand Tag,Wash Care Instructions,C Technique,Broad Craft,Handloom Mark,Silk Mark,Type,Style Code,Craft Code,Site Name,Bin
2023-03-23,Biba,8954009730,ST36,A,5845,P17,R1,1,0.4603677791968084,5845,1333.1983269767875,225.59008365116063,4286.211589372051,4285.751221592855,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C1,B1,no,no,Printed,8954009,C1,ST36A,5000-5999
2023-02-27,Biba,2063606535,ST04,A,5222,P13,R3,1,0.46341553180574513,5222,957.9763456450901,213.2011827177455,4050.822471637164,4050.3590561053584,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B1,yes,no,Tie-Dyed,2063606,C3,ST04A,5000-5999
2023-02-02,Ciba,5726794773,ST29,B,9480,P2,R4,1,0.4782045746528961,9480,1897.850962721163,379.1074518639419,7203.041585414896,7202.563380840243,V3,Cotton,Crepe,Ciba Crepe Saree,Handwash Separately,C3,B1,no,no,Embroidered,5726794,C3,ST29B,9000-9999
2023-01-16,Biba,5118674029,ST28,C,9754,P26,R3,1,0.48476048947341077,9754,1246.9097146458355,425.3545142677083,8081.735771086456,8081.251010596983,V4,Cotton,Plain,Biba Plain Saree,Handwash Separately,C6,B2,no,no,Printed,5118674,C6,ST28C,9000-9999
2023-01-14,Aiba,6385555079,ST35,B,5799,P35,R2,1,0.4642685439602846,5799,815.4656559528725,249.1767172023564,4734.357626844771,4733.893358300811,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B2,yes,no,Tie-Dyed,6385555,C1,ST35B,5000-5999
2023-04-10,Biba,4739483084,ST37,C,8422,P18,R4,1,0.49049461524185867,8422,719.0624058560131,385.14687970719933,7317.790714436787,7317.300219821545,V6,Cotton,Plain,Biba Plain Saree,Handwash Separately,C2,B2,no,no,Embroidered,4739483,C2,ST37C,8000-8999
2023-01-09,Ciba,4434470763,ST01,A,2549,P15,R2,1,0.4520649485665269,2549,591.4958590463382,97.87520704768309,1859.6289339059788,1859.1768689574124,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B3,yes,no,Embroidered,4434470,C1,ST01A,2000-2999
2023-02-12,Ciba,4617962306,ST01,B,6256,P30,R2,-1,-0.4911275879678385,-6256,-1785.1766892017195,-223.54116553991403,-4247.282145258367,-4246.791017670399,V8,Cotton,Other,Ciba Other Saree,Handwash Separately,C7,B3,yes,no,Tie-Dyed,4617962,C7,ST01B,6000-6999
2023-04-05,Ciba,2991335947,ST40,C,8198,P10,R2,1,0.4901196280531379,8198,496.51132945561744,385.0744335272191,7316.414237017163,7315.92411738911,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B3,yes,no,Tie-Dyed,2991335,C6,ST40C,8000-8999
2023-01-21,Aiba,5802989764,ST40,A,5966,P19,R2,1,0.4530015838434668,5966,1380.1657191955394,229.29171404022304,4356.542566764238,4356.089565180394,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C2,B4,yes,no,Tie-Dyed,5802989,C2,ST40A,5000-5999
2023-04-02,Aiba,1390935323,ST33,C,7003,P27,R1,1,0.4808841992798179,7003,768.0255114357706,311.7487244282115,5923.2257641360175,5922.744879936738,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,no,no,Embroidered,1390935,C9,ST33C,7000-7999
2023-02-01,Aiba,3959902098,ST15,A,5193,P19,R3,1,0.47963655995111026,5193,1514.9248775006881,183.9037561249656,3494.1713663743462,3493.6917298143953,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B1,no,no,Printed,3959902,C10,ST15A,5000-5999
2023-03-20,Aiba,9826820642,ST22,A,7971,P22,R3,1,0.46954801488972886,7971,1261.0677220146245,335.4966138992688,6374.435664086107,6373.966116071218,V3,Cotton,Crepe,Aiba Crepe Saree,Handwash Separately,C1,B1,no,no,Printed,9826820,C1,ST22A,7000-7999
2023-01-08,Ciba,2721469506,ST04,A,6802,P34,R3,1,0.467192757861452,6802,425.3686959225067,318.8315652038747,6057.7997388736185,6057.332546115757,V4,Modal,Plain,Ciba Plain Saree,Handwash Separately,C9,B2,no,no,Woven,2721469,C9,ST04A,6000-6999
2023-02-19,Aiba,9906729236,ST29,C,5407,P5,R4,1,0.4991056397628557,5407,384.1488830546069,251.14255584726968,4771.708561098124,4771.209455458361,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,yes,no,Embroidered,9906729,C10,ST29C,5000-5999
2023-01-28,Aiba,5403805637,ST24,B,5541,P19,R2,1,0.4929394000933567,5541,743.3201696311354,239.88399151844325,4557.795838850421,4557.3028994503275,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B2,no,no,Embroidered,5403805,C3,ST24B,5000-5999
2023-02-16,Biba,3872102837,ST29,C,3248,P1,R4,1,0.46354386791203156,3248,522.6575132665563,136.2671243366722,2589.0753623967717,2588.6118185288597,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B3,no,no,Printed,3872102,C8,ST29C,3000-3999
2023-03-31,Aiba,8368346035,ST10,B,2211,P21,R3,1,0.4663851064253118,2211,86.27541447533936,106.23622927623303,2018.4883562484276,2018.0219711420023,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B3,no,no,Printed,8368346,C7,ST10B,2000-2999
2023-04-09,Aiba,8147570914,ST09,B,9986,P39,R2,1,0.46310108318554144,9986,2069.460548017051,395.82697259914744,7520.712479383801,7520.249378300616,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,no,no,Tie-Dyed,8147570,C1,ST09B,9000-9999
2023-01-06,Biba,1582125861,ST04,B,6160,P34,R3,0,0.0,0,0.0,0.0,0.0,0.0,V10,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B4,no,no,Printed,1582125,C5,ST04B,6000-6999
2023-03-18,Aiba,8943800892,ST08,A,6246,P36,R3,1,0.4890635673432064,6246,1790.211633502791,222.78941832486043,4232.998948172348,4232.509884605005,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,yes,no,Embroidered,8943800,C9,ST08A,6000-6999
2023-01-03,Aiba,9369226464,ST21,C,9117,P9,R2,1,0.4770262872459009,9117,361.23751132461626,437.7881244337692,8317.974364241614,8317.497337954368,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,yes,no,Tie-Dyed,9369226,C5,ST21C,9000-9999
2023-01-12,Aiba,6580919466,ST11,A,7750,P17,R4,1,0.46337910305790136,7750,1855.2855867765563,294.7357206611722,5599.978692562271,5599.515313459213,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B1,yes,no,Woven,6580919,C5,ST11A,7000-7999
2023-02-10,Ciba,6483041339,ST07,B,7523,P18,R1,1,0.45751372338403185,7523,1401.8534134154293,306.0573293292286,5815.089257255343,5814.631743531959,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C10,B2,yes,no,Printed,6483041,C10,ST07B,7000-7999
2023-01-02,Ciba,7921167665,ST26,A,2994,P4,R2,1,0.49143325856966236,2994,712.7966436281464,114.06016781859269,2167.143188553261,2166.6517552946916,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B2,no,no,Woven,7921167,C6,ST26A,2000-2999
2023-02-07,Aiba,3711596127,ST07,B,4823,P4,R1,1,0.4833769649329983,4823,236.78206090810895,229.31089695459457,4356.907042137296,4356.423665172363,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,no,no,Embroidered,3711596,C5,ST07B,4000-4999
2023-04-04,Biba,8706808383,ST18,A,1556,P30,R4,1,0.452143671867625,1556,49.54216413974313,75.32289179301284,1431.134944067244,1430.6828003953765,V7,Cotton,Plain,Biba Plain Saree,Handwash Separately,C3,B3,no,no,Printed,8706808,C3,ST18A,1000-1999
2023-03-12,Aiba,3195564747,ST12,C,8280,P12,R4,1,0.4620184047397339,8280,1024.6653692780292,362.7667315360986,6892.567899185872,6892.105880781132,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B3,yes,no,Woven,3195564,C3,ST12C,8000-8999
2023-04-07,Ciba,9228187109,ST07,B,8544,P32,R1,1,0.49130810648224116,8544,2510.0800321304946,301.6959983934753,5732.22396947603,5731.732661369548,V9,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B3,no,no,Tie-Dyed,9228187,C6,ST07B,8000-8999
2023-03-08,Aiba,9048852109,ST38,C,8042,P11,R1,1,0.4552435504110151,8042,572.7270299833033,373.46364850083484,7095.8093215158615,7095.35407796545,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B4,yes,no,Embroidered,9048852,C5,ST38C,8000-8999
2023-04-03,Biba,1964201240,ST29,A,5755,P33,R4,0,0.0,0,0.0,0.0,0.0,0.0,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C7,B1,no,no,Embroidered,1964201,C7,ST29A,5000-5999
2023-04-04,Aiba,5877937204,ST30,B,4549,P7,R1,1,0.4923998698760394,4549,741.5948228944895,190.37025885527555,3617.034918250235,3616.542518380359,V2,Cotton,Chiffon,Aiba Chiffon Saree,Handwash Separately,C8,B1,yes,no,Embroidered,5877937,C8,ST30B,4000-4999
2023-03-22,Biba,4738892488,ST21,A,1172,P40,R2,1,0.49301639069321873,1172,308.0326886566187,43.19836556716907,820.7689457762123,820.275929385519,V3,Cotton/Silk,Plain,Biba Plain Saree,Dry Clean only,C5,B1,yes,no,Printed,4738892,C5,ST21A,1000-1999
2023-03-28,Ciba,2943403106,ST10,B,7415,P24,R3,0,0.0,0,0.0,0.0,0.0,0.0,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B2,no,no,Woven,2943403,C2,ST10B,7000-7999
2023-03-10,Ciba,4813510367,ST35,A,7460,P40,R2,1,0.4897251640485251,7460,845.2472776284336,330.73763611857834,6284.015086252988,6283.5253610889395,V5,Modal,Plain,Ciba Plain Saree,Handwash Separately,C8,B2,yes,no,Printed,4813510,C8,ST35A,7000-7999
2023-01-20,Aiba,3435707380,ST10,A,1492,P5,R3,1,0.46075230843743237,1492,251.11825044332713,62.04408747783365,1178.8376620788392,1178.3769097704019,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B2,no,no,Printed,3435707,C1,ST10A,1000-1999
2023-02-03,Ciba,2746662747,ST30,B,9410,P18,R1,1,0.4754799302436554,9410,2581.729608223474,341.4135195888264,6486.8568721877,6486.381392257456,V7,Silk,Plain,Ciba Plain Saree,Dry Clean only,C6,B3,yes,yes,Embroidered,2746662,C6,ST30B,9000-9999
2023-02-27,Biba,2065369468,ST25,C,1017,P26,R4,1,0.48714793979711524,1017,28.127218865328423,49.44363905673358,939.429142077938,938.9419941381409,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C10,B3,no,no,Tie-Dyed,2065369,C10,ST25C,1000-1999
2023-01-27,Aiba,2452801108,ST18,C,4384,P3,R4,1,0.4965798324778069,4384,1002.5359867389697,169.07320066305152,3212.3908125979788,3211.894232765501,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B3,yes,no,Printed,2452801,C3,ST18C,4000-4999
2023-04-02,Ciba,7479446129,ST04,A,4674,P27,R3,1,0.4933690271041186,4674,1085.596636361376,179.42016818193122,3408.9831954566926,3408.4898264295884,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C6,B4,no,no,Printed,7479446,C6,ST04A,4000-4999
2023-03-30,Aiba,8916018381,ST19,C,9929,P15,R1,1,0.4892101749825037,9929,349.9513779169808,478.95243110415095,9100.096190978868,9099.606980803885,V1,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B1,yes,no,Tie-Dyed,8916018,C4,ST19C,9000-9999
2023-01-30,Ciba,7880420895,ST33,C,1718,P40,R1,0,0.0,0,0.0,0.0,0.0,0.0,V2,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C4,B1,yes,no,Printed,7880420,C4,ST33C,1000-1999
2023-03-14,Ciba,1999785171,ST28,B,9508,P22,R3,1,0.4684248829883537,9508,2699.032291939568,340.44838540302163,6468.519322657411,6468.050897774423,V3,Cotton,Satin,Ciba Satin Saree,Handwash Separately,C6,B1,no,no,Printed,1999785,C6,ST28B,9000-9999
2023-04-03,Aiba,3448590288,ST07,B,5249,P40,R1,1,0.4702221405558893,5249,285.87794991971685,248.15610250401414,4714.965947576269,4714.495725435713,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,no,no,Embroidered,3448590,C10,ST07B,5000-5999
2023-03-05,Biba,3042994558,ST37,A,2728,P11,R4,1,0.49423234132137944,2728,23.92014841544608,135.2039925792277,2568.875859005326,2568.3816266640047,V5,Cotton,Other,Biba Other Saree,Handwash Separately,C1,B2,no,no,Woven,3042994,C1,ST37A,2000-2999
2023-01-30,Aiba,9651585322,ST27,A,1527,P18,R4,1,0.48847757703834477,1527,67.82732427591694,72.95863378620416,1386.2140419378788,1385.7255643608405,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B2,no,no,Woven,9651585,C5,ST27A,1000-1999
2023-03-23,Ciba,1141256731,ST09,C,3144,P36,R2,1,0.49219729683065333,3144,214.2449311318412,146.48775344340794,2783.2673154247504,2782.77511812792,V7,Cotton,Georgette,Ciba Georgette Saree,Handwash Separately,C1,B3,no,no,Embroidered,1141256,C1,ST09C,3000-3999
2023-01-20,Ciba,1405715089,ST19,C,9549,P9,R1,1,0.4721718141278087,9549,1045.0052463085797,425.19973768457106,8078.795016006849,8078.322844192721,V8,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C3,B3,no,no,Embroidered,1405715,C3,ST19C,9000-9999
2023-01-10,Biba,3121366139,ST37,B,1500,P20,R4,1,0.4518793890535329,1500,172.6073793192749,66.36963103403626,1261.0229896466888,1260.5711102576352,V9,Cotton,Plain,Biba Plain Saree,Handwash Separately,C2,B3,yes,no,Embroidered,3121366,C2,ST37B,1000-1999
2023-02-06,Ciba,9137783316,ST26,B,4679,P37,R2,1,0.49298287085267994,4679,587.3808262208721,204.5809586889564,3887.0382150901714,3886.5452322193187,V10,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C9,B4,yes,no,Woven,9137783,C9,ST26B,4000-4999
2023-03-23,Ciba,2604718447,ST06,B,9628,P34,R3,1,0.45848544089797444,9628,1939.269163247975,384.4365418376013,7304.294294914424,7303.835809473527,V1,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C2,B1,yes,no,Embroidered,2604718,C2,ST06B,9000-9999
2023-03-21,Biba,4328345742,ST01,B,6825,P22,R2,1,0.4974661267441587,6825,557.4362011490874,313.37818994254565,5954.185608908367,5953.688142781622,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C9,B1,no,no,Printed,4328345,C9,ST01B,6000-6999
2023-02-25,Aiba,5014120247,ST24,C,5679,P39,R2,1,0.4506405639184711,5679,921.9272351557221,237.85363824221392,4519.2191266020645,4518.768486038146,V3,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B1,yes,no,Woven,5014120,C7,ST24C,5000-5999
2023-03-25,Aiba,1635184866,ST18,C,7513,P26,R4,1,0.4960797603344689,7513,83.83130366359974,371.45843481682004,7057.71026151958,7057.214181759246,V4,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,no,no,Printed,1635184,C10,ST18C,7000-7999
2023-02-28,Aiba,8072613934,ST09,C,8458,P34,R2,1,0.49486230183380764,8458,316.7566168949646,407.0621691552518,7734.181213949784,7733.686351647951,V5,Cotton/Silk,Crepe,Aiba Crepe Saree,Dry Clean only,C7,B2,yes,no,Woven,8072613,C7,ST09C,8000-8999
2023-03-11,Aiba,1566218294,ST36,A,9527,P32,R1,1,0.49001968021361964,9527,2789.2664941634625,336.88667529182686,6400.84683054471,6400.356810864497,V6,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C10,B2,yes,no,Tie-Dyed,1566218,C10,ST36A,9000-9999
2023-03-28,Ciba,3081135365,ST30,B,1046,P11,R1,1,0.4987070771123078,1046,215.76751865307193,41.51162406734641,788.7208572795818,788.2221502024695,V7,Cotton,Satin,Ciba Satin Saree,Handwash Separately,C10,B3,no,no,Printed,3081135,C10,ST30B,1000-1999
2023-02-05,Biba,1093943282,ST18,C,6180,P22,R4,1,0.4980590339724482,6180,1665.846445969826,225.70767770150871,4288.445876328665,4287.947817294692,V8,Cotton,Plain,Biba Plain Saree,Handwash Separately,C8,B3,yes,no,Embroidered,1093943,C8,ST18C,6000-6999
2023-01-23,Aiba,4594836143,ST25,A,8372,P20,R4,1,0.4733186135379335,8372,1194.3571406731944,358.8821429663403,6818.760716360465,6818.287397746927,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C5,B3,yes,no,Woven,4594836,C5,ST25A,8000-8999
2023-03-26,Aiba,4657139123,ST09,B,6533,P1,R2,1,0.47856661064254385,6533,1453.964178913228,253.95179105433863,4825.084030032434,4824.605463421792,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C3,B4,no,no,Printed,4657139,C3,ST09B,6000-6999
2023-02-21,Biba,3591258456,ST30,B,9901,P23,R1,1,0.47142759696618874,9901,794.8868889611884,455.3056555519406,8650.807455486873,8650.336027889907,V1,Cotton,Chiffon,Biba Chiffon Saree,Handwash Separately,C9,B1,no,no,Tie-Dyed,3591258,C9,ST30B,9000-9999
2023-04-07,Biba,3023101121,ST36,C,3701,P2,R1,1,0.46072177142400716,3701,247.4849904634018,172.6757504768299,3280.839259059768,3280.378537288344,V2,Cotton,Plain,Biba Plain Saree,Handwash Separately,C4,B1,yes,no,Embroidered,3023101,C4,ST36C,3000-3999
2023-01-02,Ciba,5685780568,ST38,A,6644,P5,R1,1,0.4901271399234331,6644,1665.777398171689,248.91113009141554,4729.311471736895,4728.821344596972,V3,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C1,B1,yes,no,Woven,5685780,C1,ST38A,6000-6999
2023-01-29,Aiba,5922229933,ST11,B,1432,P11,R4,1,0.4803827153029976,1432,265.3468396834619,58.33265801582691,1108.3205023007113,1107.8401195854083,V4,Silk,Plain,Aiba Plain Saree,Dry Clean only,C8,B2,no,yes,Embroidered,5922229,C8,ST11B,1000-1999
2023-02-27,Aiba,2262844307,ST09,A,3708,P24,R2,-1,-0.45494099369781293,-3708,-338.786425649397,-168.46067871753016,-3200.7528956330725,-3200.297954639375,V5,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C7,B2,no,no,Tie-Dyed,2262844,C7,ST09A,3000-3999
2023-02-24,Ciba,8990973882,ST02,C,1440,P23,R4,1,0.49090556671164903,1440,334.4225777469995,55.27887111265003,1050.2985511403506,1049.8076455736389,V6,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B2,no,no,Embroidered,8990973,C5,ST02C,1000-1999
2023-01-23,Ciba,8945265697,ST36,A,9674,P39,R1,1,0.48676796868349925,9674,321.16925695685677,467.6415371521572,8885.189205890985,8884.702437922302,V7,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C5,B3,yes,no,Woven,8945265,C5,ST36A,9000-9999
2023-03-23,Aiba,3172069654,ST18,A,9997,P32,R4,1,0.4723954415823775,9997,331.1517818981917,483.29241090509043,9182.555807196717,9182.083411755135,V8,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C8,B3,yes,no,Printed,3172069,C8,ST18A,9000-9999
2023-01-25,Aiba,3213002958,ST02,A,4076,P39,R4,1,0.4569161194218922,4076,675.5488444271479,170.02255777864264,3230.4285977942095,3229.9716816747878,V9,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C1,B3,no,no,Embroidered,3213002,C1,ST02A,4000-4999
2023-01-30,Aiba,9243228520,ST22,C,3508,P32,R3,1,0.46904341458904714,3508,836.0061618665335,133.5996919066733,2538.394146226793,2537.925102812204,V10,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C4,B4,yes,no,Printed,9243228,C4,ST22C,3000-3999
2023-03-11,Biba,1868479197,ST09,B,2771,P3,R2,0,0.0,0,0.0,0.0,0.0,0.0,V1,Cotton,Plain,Biba Plain Saree,Handwash Separately,C5,B1,no,no,Woven,1868479,C5,ST09B,2000-2999
2023-02-19,Aiba,5938728125,ST29,A,7001,P10,R4,1,0.49503148418271287,7001,106.37896190747601,344.7310519046262,6549.889986187898,6549.3949547037155,V2,Cotton,Plain,Aiba Plain Saree,Handwash Separately,C9,B1,yes,no,Printed,5938728,C9,ST29A,7000-7999
2023-03-02,Ciba,7756215446,ST40,B,1197,P19,R2,1,0.46633918682451736,1197,314.9920492190045,44.10039753904978,837.9075532419457,837.4412140551212,V3,Cotton,Organza,Ciba Organza Saree,Handwash Separately,C6,B1,no,no,Embroidered,7756215,C6,ST40B,1000-1999
2023-03-20,Ciba,1434471494,ST34,A,1020,P17,R2,1,0.4940033164566826,1020,137.56399116222073,44.121800441888965,838.3142083958903,837.8202050794337,V4,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C7,B2,no,no,Tie-Dyed,1434471,C7,ST34A,1000-1999
2023-02-16,Ciba,8075348496,ST31,C,1523,P40,R1,1,0.4707641121353221,1523,129.70493774782753,69.66475311260864,1323.630309139564,1323.1595450274285,V5,Cotton,Plain,Ciba Plain Saree,Handwash Separately,C8,B2,yes,no,Woven,8075348,C8,ST31C,1000-1999
2023-01-14,Ciba,9374754102,ST35,C,7082,P12,R2,1,0.47363652323784355,7082,549.2146202472126,326.6392689876394,6206.1461107651485,6205.672474241911,V6,Cotton,Organza,Ciba Organza Saree,Handwash Separately,C6,B2,yes,no,Embroidered,9374754,C6,ST35C,7000-7999
